total_accuracy,f1_sniff,recall_sniff,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info
0.7020833333333333,0.6800892857142856,0.6916666666666665,sniff,38,19,19,7,0.2,5,5,5,1,AdaBoostClassifier,None,experiment_2_date_2019-09-20
0.8125,0.8145833333333334,0.8416666666666667,sniff,38,19,19,7,0.2,5,5,5,1,MLPClassifier,None,experiment_2_date_2019-09-20
0.8770833333333334,0.8748214285714286,0.8958333333333333,sniff,38,19,19,11,0.2,5,5,5,5,Sequential,model_layers=5,experiment_2_date_2019-09-20
0.6729166666666666,0.6520238095238096,0.6708333333333334,sniff,38,19,19,11,0.2,5,5,5,5,Id3Estimator,None,experiment_2_date_2019-09-20
0.7812500000000001,0.8063988095238095,0.8833333333333333,sniff,38,19,19,11,0.2,5,5,5,5,KNeighborsClassifier,None,experiment_2_date_2019-09-20
0.71875,0.7661904761904762,0.9041666666666666,sniff,38,19,19,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-09-20
0.6166666666666667,0.3420833333333333,0.26666666666666666,sniff,38,19,19,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-09-20
0.7520833333333333,0.7586607142857141,0.8041666666666666,sniff,38,19,19,11,0.2,5,5,5,5,GaussianProcessClassifier,None,experiment_2_date_2019-09-20
0.6354166666666666,0.6144345238095238,0.6416666666666666,sniff,38,19,19,11,0.2,5,5,5,5,DecisionTreeClassifier,None,experiment_2_date_2019-09-20
0.7583333333333333,0.7277083333333333,0.7208333333333332,sniff,38,19,19,11,0.2,5,5,5,5,RandomForestClassifier,None,experiment_2_date_2019-09-20
0.8229166666666666,0.8180357142857143,0.8375,sniff,38,19,19,11,0.2,5,5,5,5,GaussianNB,None,experiment_2_date_2019-09-20
0.7520833333333332,0.7413392857142856,0.7541666666666667,sniff,38,19,19,11,0.2,5,5,5,5,AdaBoostClassifier,None,experiment_2_date_2019-09-20
0.7208333333333334,0.7174107142857142,0.7666666666666666,sniff,38,19,19,11,0.2,5,5,5,5,MLPClassifier,None,experiment_2_date_2019-09-20
